scene_name,city,split,provider__Google_Satellite,provider__Bing_Satellite,provider__ESRI_Satellite,provider__Yandex_Satellite,provider__OSM_Standard,
sanfrancisco__location_85,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_86,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_87,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_88,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_89,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_90,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_91,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_92,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_93,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_94,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_95,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_96,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_97,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_98,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_99,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_100,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_101,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_102,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_103,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_104,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_105,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_106,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_107,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_108,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_109,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_110,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_111,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_112,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_113,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_114,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_115,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_116,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_117,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_118,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_119,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_120,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_121,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_122,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_123,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_124,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_125,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_126,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_127,sanfrancisco,train,0,0,0,0,0,
sanfrancisco__location_128,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_129,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_130,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_131,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_132,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_133,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_134,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_135,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_136,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_137,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_138,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_139,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_140,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_141,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_142,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_143,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_144,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_145,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_146,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_147,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_148,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_149,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_150,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_151,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_152,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_153,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_154,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_155,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_156,sanfrancisco,train,0,0,0,0,0,
sanfrancisco__location_157,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_158,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_159,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_160,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_161,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_162,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_163,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_164,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_165,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_166,sanfrancisco,train,0,0,0,0,0,
sanfrancisco__location_167,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_168,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_169,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_170,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_171,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_172,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_173,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_174,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_175,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_176,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_177,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_178,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_179,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_180,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_181,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_182,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_183,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_184,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_185,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_186,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_187,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_188,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_189,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_190,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_191,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_192,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_193,sanfrancisco,train,0,0,0,0,0,
sanfrancisco__location_194,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_195,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_196,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_197,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_198,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_199,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_200,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_201,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_202,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_203,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_204,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_205,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_206,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_207,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_208,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_209,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_210,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_211,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_212,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_213,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_214,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_215,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_216,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_217,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_218,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_219,sanfrancisco,train,0,0,0,0,0,
sanfrancisco__location_220,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_221,sanfrancisco,train,0,0,0,0,0,
sanfrancisco__location_222,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_223,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_224,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_225,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_226,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_227,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_228,sanfrancisco,train,0,0,0,0,0,
sanfrancisco__location_229,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_230,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_231,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_232,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_233,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_234,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_235,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_236,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_237,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_238,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_239,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_240,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_241,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_242,sanfrancisco,train,0,0,0,0,0,
sanfrancisco__location_243,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_244,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_245,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_246,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_247,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_248,sanfrancisco,train,0,0,0,0,0,
sanfrancisco__location_249,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_250,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_251,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_252,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_253,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_254,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_255,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_256,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_257,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_258,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_259,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_260,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_261,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_262,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_263,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_264,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_265,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_266,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_267,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_268,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_269,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_270,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_271,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_272,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_273,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_274,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_275,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_276,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_277,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_278,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_279,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_280,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_281,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_282,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_283,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_284,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_285,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_286,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_287,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_288,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_289,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_290,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_291,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_292,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_293,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_294,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_295,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_296,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_297,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_298,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_299,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_300,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_301,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_302,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_303,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_304,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_305,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_306,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_307,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_308,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_309,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_310,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_311,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_312,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_313,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_314,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_315,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_316,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_317,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_318,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_319,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_320,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_321,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_322,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_323,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_324,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_325,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_326,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_327,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_328,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_329,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_330,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_331,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_332,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_333,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_334,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_335,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_336,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_337,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_338,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_339,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_340,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_341,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_342,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_343,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_344,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_345,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_346,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_347,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_348,sanfrancisco,train,0,0,0,0,0,
sanfrancisco__location_349,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_350,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_351,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_352,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_353,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_354,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_355,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_356,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_357,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_358,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_359,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_360,sanfrancisco,train,0,0,0,0,0,
sanfrancisco__location_361,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_362,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_363,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_364,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_365,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_366,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_367,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_368,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_369,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_370,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_371,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_372,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_373,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_374,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_375,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_376,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_377,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_378,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_379,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_380,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_381,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_382,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_383,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_384,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_385,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_386,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_387,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_388,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_389,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_390,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_391,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_392,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_393,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_394,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_395,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_396,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_397,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_398,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_399,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_400,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_401,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_402,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_403,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_404,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_405,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_406,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_407,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_408,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_409,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_410,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_411,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_412,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_413,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_414,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_415,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_416,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_417,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_418,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_419,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_420,sanfrancisco,train,0,0,1,1,1,
sanfrancisco__location_421,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_422,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_423,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_424,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_425,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_426,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_427,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_428,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_429,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_430,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_431,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_432,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_433,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_434,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_435,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_436,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_437,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_438,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_439,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_440,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_441,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_442,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_443,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_444,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_445,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_446,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_447,sanfrancisco,train,0,0,0,0,0,
sanfrancisco__location_448,sanfrancisco,train,0,0,0,0,0,
sanfrancisco__location_449,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_450,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_451,sanfrancisco,val,1,1,1,1,1,
sanfrancisco__location_452,sanfrancisco,val,1,1,1,1,1,
sanfrancisco__location_453,sanfrancisco,val,1,1,1,1,1,
sanfrancisco__location_454,sanfrancisco,val,1,1,1,1,1,
sanfrancisco__location_455,sanfrancisco,val,1,1,1,1,1,
sanfrancisco__location_456,sanfrancisco,val,1,1,1,1,1,
sanfrancisco__location_457,sanfrancisco,val,1,1,1,1,1,
sanfrancisco__location_458,sanfrancisco,val,1,1,1,1,1,
sanfrancisco__location_459,sanfrancisco,val,1,1,1,1,1,
sanfrancisco__location_460,sanfrancisco,val,1,1,1,1,1,
sanfrancisco__location_461,sanfrancisco,val,0,0,0,0,0,
sanfrancisco__location_462,sanfrancisco,val,1,1,1,1,1,
sanfrancisco__location_463,sanfrancisco,val,1,1,1,1,1,
sanfrancisco__location_464,sanfrancisco,val,1,1,1,1,1,
sanfrancisco__location_465,sanfrancisco,val,1,1,1,1,1,
sanfrancisco__location_466,sanfrancisco,val,1,1,1,1,1,
sanfrancisco__location_467,sanfrancisco,val,1,1,1,1,1,
sanfrancisco__location_468,sanfrancisco,val,1,1,1,1,1,
sanfrancisco__location_469,sanfrancisco,val,1,1,1,1,1,
sanfrancisco__location_470,sanfrancisco,val,1,1,1,1,1,
sanfrancisco__location_471,sanfrancisco,val,1,1,1,1,1,
sanfrancisco__location_472,sanfrancisco,val,1,1,1,1,1,
sanfrancisco__location_473,sanfrancisco,val,1,1,1,1,1,
sanfrancisco__location_474,sanfrancisco,val,1,1,1,1,1,
sanfrancisco__location_475,sanfrancisco,val,1,1,1,1,1,
sanfrancisco__location_476,sanfrancisco,test,1,1,1,1,1,
sanfrancisco__location_477,sanfrancisco,test,1,1,1,1,1,
sanfrancisco__location_478,sanfrancisco,test,1,1,1,1,1,
sanfrancisco__location_479,sanfrancisco,test,1,1,1,1,1,
sanfrancisco__location_480,sanfrancisco,test,1,1,1,1,1,
sanfrancisco__location_481,sanfrancisco,test,1,1,1,1,1,
sanfrancisco__location_482,sanfrancisco,test,1,1,1,1,1,
sanfrancisco__location_483,sanfrancisco,test,1,1,1,1,1,
sanfrancisco__location_484,sanfrancisco,test,1,1,1,1,1,
sanfrancisco__location_485,sanfrancisco,test,1,1,1,1,1,
sanfrancisco__location_486,sanfrancisco,test,1,1,1,1,1,
sanfrancisco__location_487,sanfrancisco,test,1,1,1,1,1,
sanfrancisco__location_488,sanfrancisco,test,1,1,1,1,1,
sanfrancisco__location_489,sanfrancisco,test,1,1,1,1,1,
sanfrancisco__location_490,sanfrancisco,test,1,1,1,1,1,
sanfrancisco__location_491,sanfrancisco,test,1,1,1,1,1,
sanfrancisco__location_492,sanfrancisco,test,1,1,1,1,1,
sanfrancisco__location_493,sanfrancisco,test,1,1,1,1,1,
sanfrancisco__location_494,sanfrancisco,test,1,1,1,1,1,
sanfrancisco__location_495,sanfrancisco,test,1,1,1,1,1,
sanfrancisco__location_496,sanfrancisco,test,1,1,1,1,1,
sanfrancisco__location_497,sanfrancisco,test,1,1,1,1,1,
sanfrancisco__location_498,sanfrancisco,test,1,1,1,1,1,
sanfrancisco__location_499,sanfrancisco,test,1,1,1,1,1,
sanfrancisco__location_500,sanfrancisco,test,1,1,1,1,1,
seattle__location_1,seattle,train,0,1,1,1,1,
seattle__location_2,seattle,train,1,1,1,1,1,
seattle__location_3,seattle,train,1,1,1,1,1,
seattle__location_4,seattle,train,1,1,1,1,1,
seattle__location_5,seattle,train,1,1,1,1,1,
seattle__location_6,seattle,train,1,1,1,1,1,
seattle__location_7,seattle,train,1,1,1,1,1,
seattle__location_8,seattle,train,1,1,1,1,1,
